instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt,hr,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,year,month
1,2011-01-01,Winter,0,1,0,6,0,Mist,0.344167,0.363625,0.805833,0.160446,331,654,985,17,0.44,0.4394,0.82,0.2836,15,52,2011,January
1,2011-01-01,Winter,0,1,0,6,0,Mist,0.344167,0.363625,0.805833,0.160446,331,654,985,18,0.42,0.4242,0.88,0.2537,9,26,2011,January
1,2011-01-01,Winter,0,1,0,6,0,Mist,0.344167,0.363625,0.805833,0.160446,331,654,985,19,0.42,0.4242,0.88,0.2537,6,31,2011,January
1,2011-01-01,Winter,0,1,0,6,0,Mist,0.344167,0.363625,0.805833,0.160446,331,654,985,20,0.4,0.4091,0.87,0.2537,11,25,2011,January
1,2011-01-01,Winter,0,1,0,6,0,Mist,0.344167,0.363625,0.805833,0.160446,331,654,985,21,0.4,0.4091,0.87,0.194,3,31,2011,January
1,2011-01-01,Winter,0,1,0,6,0,Mist,0.344167,0.363625,0.805833,0.160446,331,654,985,22,0.4,0.4091,0.94,0.2239,11,17,2011,January
1,2011-01-01,Winter,0,1,0,6,0,Mist,0.344167,0.363625,0.805833,0.160446,331,654,985,23,0.46,0.4545,0.88,0.2985,15,24,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,0,0.46,0.4545,0.88,0.2985,4,13,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,1,0.44,0.4394,0.94,0.2537,1,16,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,2,0.42,0.4242,1.0,0.2836,1,8,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,3,0.46,0.4545,0.94,0.194,2,4,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,4,0.46,0.4545,0.94,0.194,2,1,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,6,0.42,0.4242,0.77,0.2985,0,2,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,7,0.4,0.4091,0.76,0.194,0,1,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,8,0.4,0.4091,0.71,0.2239,0,8,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,9,0.38,0.3939,0.76,0.2239,1,19,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,10,0.36,0.3485,0.81,0.2239,7,46,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,11,0.36,0.3333,0.71,0.2537,16,54,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,12,0.36,0.3333,0.66,0.2985,20,73,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,13,0.36,0.3485,0.66,0.1343,11,64,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,14,0.36,0.3485,0.76,0.194,4,55,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,15,0.34,0.3333,0.81,0.1642,19,55,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,16,0.34,0.3333,0.71,0.1642,9,67,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,17,0.34,0.3333,0.57,0.194,7,58,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,18,0.36,0.3333,0.46,0.3284,10,43,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,19,0.32,0.2879,0.42,0.4478,1,29,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,20,0.3,0.2727,0.39,0.3582,5,17,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,21,0.26,0.2273,0.44,0.3284,11,20,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,22,0.24,0.2121,0.44,0.2985,0,9,2011,January
2,2011-01-02,Winter,0,1,0,0,0,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,23,0.22,0.2273,0.47,0.1642,0,8,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,0,0.22,0.197,0.44,0.3582,0,5,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,1,0.2,0.1667,0.44,0.4179,0,2,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,4,0.16,0.1364,0.47,0.3881,0,1,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,5,0.16,0.1364,0.47,0.2836,0,3,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,6,0.14,0.1061,0.5,0.3881,0,30,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,7,0.14,0.1364,0.5,0.194,1,63,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,8,0.14,0.1212,0.5,0.2836,1,153,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,9,0.16,0.1364,0.43,0.3881,7,81,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,10,0.18,0.1667,0.43,0.2537,11,33,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,11,0.2,0.1818,0.4,0.3284,10,41,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,12,0.22,0.2121,0.35,0.2985,13,48,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,13,0.24,0.2121,0.35,0.2836,8,53,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,14,0.26,0.2424,0.3,0.2836,11,66,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,15,0.26,0.2424,0.3,0.2537,14,58,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,16,0.26,0.2424,0.3,0.2537,9,67,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,17,0.24,0.2273,0.3,0.2239,11,146,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,18,0.24,0.2576,0.32,0.1045,9,148,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,19,0.2,0.2576,0.47,0.0,8,102,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,20,0.2,0.2273,0.47,0.1045,3,49,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,21,0.18,0.197,0.64,0.1343,3,49,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,22,0.14,0.1515,0.69,0.1343,0,20,2011,January
3,2011-01-03,Winter,0,1,0,1,1,Clear or Cloudy,0.196364,0.189405,0.437273,0.248309,120,1229,1349,23,0.18,0.2121,0.55,0.1045,1,11,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,0,0.16,0.1818,0.55,0.1045,0,5,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,1,0.16,0.1818,0.59,0.1045,0,2,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,2,0.14,0.1515,0.63,0.1343,0,1,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,4,0.14,0.1818,0.63,0.0896,0,2,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,5,0.12,0.1515,0.68,0.1045,0,4,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,6,0.12,0.1515,0.74,0.1045,0,36,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,7,0.12,0.1515,0.74,0.1343,2,92,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,8,0.14,0.1515,0.69,0.1642,2,177,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,9,0.16,0.1515,0.64,0.2239,2,98,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,10,0.16,0.1364,0.69,0.3284,5,37,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,11,0.22,0.2121,0.51,0.2985,7,50,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,12,0.22,0.2273,0.51,0.1642,12,66,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,13,0.24,0.2273,0.56,0.194,18,79,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,14,0.26,0.2576,0.52,0.2239,9,54,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,15,0.28,0.2727,0.52,0.2537,17,48,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,16,0.3,0.2879,0.49,0.2537,15,68,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,17,0.28,0.2727,0.48,0.2239,10,202,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,18,0.26,0.2576,0.48,0.194,3,179,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,19,0.24,0.2576,0.48,0.1045,2,110,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,20,0.24,0.2576,0.48,0.1045,1,53,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,21,0.22,0.2727,0.64,0.0,0,48,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,22,0.22,0.2576,0.64,0.0896,1,34,2011,January
4,2011-01-04,Winter,0,1,0,2,1,Clear or Cloudy,0.2,0.212122,0.590435,0.160296,108,1454,1562,23,0.2,0.2273,0.69,0.0896,2,9,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,0,0.2,0.2576,0.64,0.0,0,6,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,1,0.16,0.197,0.74,0.0896,0,6,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,2,0.16,0.197,0.74,0.0896,0,2,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,4,0.24,0.2273,0.48,0.2239,0,2,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,5,0.22,0.2273,0.47,0.1642,0,3,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,6,0.2,0.197,0.47,0.2239,0,33,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,7,0.18,0.1818,0.43,0.194,1,87,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,8,0.2,0.1818,0.4,0.2985,3,192,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,9,0.22,0.197,0.37,0.3284,6,109,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,10,0.22,0.197,0.37,0.3284,4,53,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,11,0.26,0.2273,0.33,0.3284,12,34,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,12,0.26,0.2273,0.33,0.3284,5,74,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,13,0.28,0.2576,0.3,0.2985,6,65,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,14,0.3,0.2879,0.28,0.194,10,52,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,15,0.3,0.2879,0.28,0.194,7,55,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,16,0.3,0.3182,0.28,0.0896,4,85,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,17,0.24,0.2273,0.38,0.194,4,186,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,18,0.24,0.2424,0.38,0.1343,3,166,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,19,0.24,0.2576,0.38,0.1045,5,127,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,20,0.22,0.2273,0.47,0.1642,7,82,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,21,0.2,0.197,0.51,0.194,3,40,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,22,0.18,0.197,0.55,0.1343,1,41,2011,January
5,2011-01-05,Winter,0,1,0,3,1,Clear or Cloudy,0.226957,0.22927,0.436957,0.1869,82,1518,1600,23,0.2,0.2576,0.47,0.0,1,18,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,0,0.18,0.2424,0.55,0.0,0,11,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,1,0.16,0.2273,0.64,0.0,0,4,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,2,0.16,0.2273,0.64,0.0,0,2,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,4,0.16,0.197,0.64,0.0896,0,1,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,5,0.14,0.1818,0.69,0.0896,0,4,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,6,0.14,0.1667,0.63,0.1045,0,36,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,7,0.16,0.2273,0.59,0.0,0,95,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,8,0.16,0.2273,0.59,0.0,3,216,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,9,0.18,0.2424,0.51,0.0,6,116,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,10,0.2,0.2576,0.47,0.0,3,42,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,11,0.22,0.2576,0.44,0.0896,2,57,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,12,0.26,0.2879,0.35,0.0,6,78,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,13,0.26,0.2727,0.35,0.1045,12,55,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,14,0.28,0.2727,0.36,0.1642,11,59,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,15,0.28,0.2727,0.36,0.0,8,54,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,16,0.26,0.2576,0.38,0.1642,12,74,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,17,0.22,0.2273,0.51,0.1642,9,163,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,18,0.22,0.2273,0.51,0.1343,5,158,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,19,0.22,0.2576,0.55,0.0896,3,109,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,20,0.2,0.2121,0.51,0.1642,3,66,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,21,0.22,0.2121,0.55,0.2239,0,48,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,22,0.22,0.2121,0.51,0.2836,1,51,2011,January
6,2011-01-06,Winter,0,1,0,4,1,Clear or Cloudy,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,23,0.2,0.197,0.59,0.194,4,19,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,0,0.2,0.197,0.64,0.194,4,13,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,1,0.2,0.197,0.69,0.2239,2,5,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,2,0.2,0.197,0.69,0.2239,0,1,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,4,0.2,0.2121,0.69,0.1343,0,1,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,5,0.22,0.2727,0.55,0.0,0,5,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,6,0.2,0.2576,0.69,0.0,8,26,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,7,0.2,0.2121,0.69,0.1343,8,76,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,8,0.2,0.197,0.51,0.2537,20,190,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,9,0.2,0.1818,0.47,0.2985,9,125,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,10,0.22,0.197,0.37,0.3284,16,47,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,11,0.2,0.197,0.4,0.2239,19,48,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,12,0.2,0.197,0.37,0.2537,9,50,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,13,0.2,0.1818,0.37,0.2836,9,64,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,14,0.2,0.197,0.4,0.2537,7,43,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,15,0.2,0.2121,0.37,0.1642,9,63,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,16,0.2,0.2121,0.37,0.1642,5,82,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,17,0.2,0.2576,0.37,0.0,9,178,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,18,0.2,0.2273,0.4,0.0896,7,116,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,19,0.16,0.197,0.55,0.0896,3,92,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,20,0.18,0.2121,0.47,0.1045,1,50,2011,January
7,2011-01-07,Winter,0,1,0,5,1,Mist,0.196522,0.208839,0.498696,0.168726,148,1362,1510,21,0.18,0.197,0.47,0.1343,0,39,2011,January
